Timestamp,Device Name,IP address,Status
2023-04-12,csr1kv2,172.20.10.12,Success
2023-04-12,csr1kv2,172.20.10.12,Success
2023-04-12,csr1kv2,172.20.10.12,Success
2023-04-12,csr1kv4,172.20.10.13,Failed
2023-04-12,csr1kv4,172.20.10.13,Success
2023-04-12,csr1kv2,172.20.10.12,Failed
2023-04-12,csr1kv2,172.20.10.12,Success
2023-04-12,csr1kv4,172.20.10.13,Success
